ensembl.gene.id	X0610	X0687	X1809	X1812	X1938	X1941
GBGT1	351	413	399	676	449	469
SURF1	833	614	797	849	1057	937
SURF2	270	155	226	276	379	325
SURF6	1153	985	1310	1561	1639	1548
MED22	1263	1015	1240	1337	1384	1603
REXO4	978	714	861	1052	1201	1164
RPL7A	29023	18028	29595	31421	38780	37186
GTF3C5	1291	1009	1211	1588	1604	1585
ASB6	799	683	632	811	807	856
PTGES2	1200	1000	1181	1584	1749	1737
NTMT1	272	303	252	421	337	366
CIZ1	2807	2382	2794	2769	2887	2943
SLC25A25	725	832	631	750	707	856
SH3GLB2	2426	1480	3172	3046	4275	2914
MIGA2	1378	1009	1587	1734	2044	1559
PTGES	548	1944	367	496	297	305
LCN2	443	8936	350	8816	1652	4880
LRSAM1	620	597	697	707	739	732
HMCN2	1097	1021	805	699	893	716
GPR107	2051	3273	2318	2851	2531	2564
PAXX	1040	597	1016	1159	1602	1565
IDI2	2	0	0	1	0	1
INPP5E	965	701	1042	901	1029	1178
LCN9	0	0	0	0	0	0
SEC16A	2499	3997	2822	3876	3067	3410
DPH7	968	594	1099	957	1165	1059
NOTCH1	3790	5393	3473	4491	3558	3963
CACNA1B	57	18	31	11	45	21
NACC2	1645	2581	1274	1772	938	1370
PROSER2	102	111	99	144	113	81
USP6NL	1067	795	1121	661	1064	998
COMMD3	523	376	533	637	756	662
PDSS1	262	323	158	350	240	270
FAM171A1	1154	996	1139	1003	1369	989
MINDY3	662	612	522	545	563	571
TMEM236	262	326	340	493	549	226
RSU1	2547	2704	2058	3058	2132	2881
ST8SIA6	43	39	55	39	72	48
PARD3	587	762	673	580	586	408
ANKRD30A	1	0	1	1	0	0
ZEB1	1288	2147	1712	1666	1138	1436
FAM13C	177	97	261	107	122	137
NRBF2	839	1361	682	983	725	763
A1CF	215	353	188	258	356	84
CDHR1	329	191	569	194	1327	363
LRIT1	0	0	0	0	0	0
RGR	5	0	2	2	1	0
POLR3A	597	726	619	756	682	663
HERC4	2064	2096	1757	1664	1847	1971
LRMDA	90	76	143	158	153	130
CAMK2G	1713	1657	2037	1995	1907	1824
ADIRF	0	0	0	0	0	0
GLUD1	3981	3922	2734	3506	3023	3529
ANKRD1	6	101	2	11	5	7
HTR7	37	38	58	43	36	49
RPP30	761	582	644	808	868	896
FRA10AC1	876	630	689	778	808	771
ADD3	4388	2930	4563	3713	4082	4350
HABP2	1	1	0	1	1	0
VAX1	0	0	0	0	0	0
DNAJB12	1244	1553	1146	1470	1365	1434
NPFFR1	96	57	64	54	100	242
PLEKHS1	271	653	226	499	356	358
TCF7L2	1007	1322	754	717	851	595
MKI67	2441	1441	2320	3745	2992	2628
CYP17A1	2	4	4	2	1	4
INA	235	139	94	67	127	91
FUOM	165	141	242	530	425	408
LRRC27	219	196	275	294	259	300
MTG1	275	252	318	386	373	364
NKX6-2	0	2	0	1	0	0
PAOX	28	22	64	52	75	56
GSTO1	1514	3320	1659	3574	1955	2463
TAF5	340	242	267	304	271	362
PPRC1	1439	1709	983	1440	1219	1537
ITPRIP	740	2894	825	1531	686	899
CNNM2	370	426	436	385	491	321
PDCD11	1161	1605	1115	1643	1382	1704
ADAM12	303	1065	372	1168	220	361
RGS10	1442	590	1330	1248	1984	1980
BTBD10	834	1024	668	921	693	720
ADM	324	3590	1284	3880	348	333
GAS2	49	28	60	30	51	56
SLC5A12	2	1	3	1	6	1
LIN7C	1002	1110	453	527	495	481
LRRC4C	88	48	52	32	76	59
IMMP1L	142	84	141	149	135	118
PGAP2	564	375	490	525	683	695
SCGB1A1	0	1	0	0	0	0
SYT8	3	16	9	10	11	3
ZNF214	40	40	36	26	35	26
ZNF215	206	120	126	88	130	58
HSD17B12	1754	1844	641	1075	805	821
APIP	957	1060	709	1041	972	1034
PAMR1	93	43	65	83	72	43
DGKZ	4822	3151	4348	4149	4757	5534
EIF3M	3532	2749	2727	3140	3280	3518
TNKS1BP1	2532	3249	2489	3184	1763	2028
GLYAT	2	1	2	0	3	0
SERPING1	7312	3209	7290	3705	5056	5211
OR5F1	0	0	0	0	0	0
SSRP1	4527	3876	3499	4779	4654	4676
SLC43A1	482	276	494	375	530	437
PTPRJ	1936	5246	1558	2501	1790	2101
C11orf49	503	413	447	500	539	536
ARFGAP2	2388	1941	2324	2522	2911	2787
CELF1	3409	3333	3472	3902	3443	3404
HIKESHI	854	548	671	778	854	548
CCDC81	31	17	24	19	31	17
SESN3	2354	1365	2624	2476	2354	1365
CCDC82	1220	1443	1038	1231	1220	1443
KLHL35	17	17	27	25	17	17
TENM4	181	161	134	163	181	161
SERPINH1	7126	8349	3565	7073	7126	8349
CAPN5	1502	2602	1880	2763	1502	2602
INTS4	867	809	964	1027	867	809
PAK1	1785	3290	1509	2172	1785	3290
RPS3	30916	17459	35560	37726	30916	17459
ZC3H12C	362	703	363	390	362	703
TTC12	221	163	374	448	221	163
NCAM1	639	278	582	262	639	278
DRD2	15	9	20	5	15	9
HTR3B	21	5	8	6	21	5
NPAT	938	723	711	789	938	723
ATM	4623	2276	4262	3580	4623	2276
AASDHPPT	1047	940	704	769	1047	940
GLB1L2	330	469	502	596	330	469
SLX4IP	342	354	408	358	457	424
P4HA3	34	248	52	286	34	248
GRIK4	11	11	11	8	11	11
HYOU1	5550	8909	2105	4233	5550	8909
GGTLC1	27	38	34	46	40	34
ADAM33	1814	1543	3181	1998	1250	1607
SLC22A8	0	0	0	0	0	0
KAT14	465	329	450	452	503	460
TKFC	701	538	768	859	916	850
MTA2	4419	3252	3069	3443	3954	4299
TMEM138	892	697	765	974	995	1004
FADS1	1168	1921	545	1204	619	1062
TMC2	5	4	9	7	9	4
ROM1	136	63	139	136	147	125
EML3	3263	2234	3186	3623	3636	3993
INCENP	734	636	845	959	842	867
ZP1	1	2	11	6	3	7
MS4A3	3	14	3	5	5	16
PLCH2	691	179	913	627	887	775
CPSF7	3845	3573	3765	3655	3309	3749
MS4A2	427	297	152	66	230	205
B3GAT3	1288	701	1158	1212	1439	1420
EI24	2513	2645	1590	2286	2513	2645
CCDC15	72	66	75	70	72	66
CHEK1	533	381	390	614	533	381
FEZ1	533	347	442	414	533	347
KIRREL3	56	57	49	18	56	57
MPZL2	670	1128	592	936	670	1128
SCN2B	64	21	38	20	64	21
SIDT2	1359	1207	2158	2069	1359	1207
TMEM25	352	135	380	282	352	135
TAGLN	14325	11424	15793	21957	14325	11424
JPH2	990	1507	886	996	579	765
DUSP15	36	11	43	21	57	31
COMMD7	674	585	621	722	798	762
KIAA1755	471	238	669	372	585	478
SPATA25	20	11	40	61	30	35
OCSTAMP	0	0	2	0	0	2
DSN1	672	525	613	769	705	748
SOGA1	1179	1275	1295	1100	974	1010
CNBD2	3	2	6	5	2	2
SPINT4	0	0	1	0	0	0
CDH22	13	9	5	4	17	8
LSM14B	1267	1016	1207	1267	1330	1444
YTHDF1	1789	1602	1244	1379	1371	1473
CABLES2	404	383	341	323	409	345
LTO1	761	593	892	850	761	593
GPHA2	4	4	7	1	4	4
SLC22A9	1	2	1	0	1	2
TRPT1	576	429	709	801	576	429
NUDT22	733	558	659	910	733	558
FERMT3	4059	4179	3697	4017	4059	4179
PLCB3	1363	1849	1281	2020	1363	1849
MRPL49	1109	941	1027	1248	1109	941
FAU	6711	4189	8809	8526	6711	4189
TM7SF2	239	176	279	303	239	176
TBX6	69	36	79	60	107	103
PPP4C	2271	2657	2112	3073	2896	2689
ALDOA	633	1235	630	1095	645	677
TLCD3B	27	16	25	13	28	26
DOC2A	31	17	73	47	124	41
HIRIP3	631	295	615	577	767	767
TAOK2	2490	2478	2501	2807	2732	2974
TMEM219	1393	1175	1884	2124	2864	2171
HMGA2	77	126	70	87	77	126
MMP3	158	5554	40	2684	158	5554
CNKSR2	150	63	129	99	122	156
CNTN5	6	3	9	0	6	3
KLRF1	41	18	19	17	41	18
CLEC1A	177	294	210	233	177	294
MKX	88	73	75	39	25	33
MPP7	560	736	430	432	559	458
ITGB1	12700	33544	10173	19674	8114	13293
FXYD4	2	2	2	0	4	0
TRIM48	0	0	0	0	0	1
OR8K1	0	0	0	0	0	0
OR5M9	0	0	0	0	0	0
PCDH15	17	5	16	5	28	24
CTF1	89	49	125	77	86	85
CWC15	1310	905	1174	1367	1310	905
FCGR1A	629	2324	298	1369	294	868
ARID5B	1858	2366	2399	2184	1565	2007
KLHL1	4	1	1	1	4	3
CDH8	13	12	3	6	6	5
DCUN1D2	470	434	519	492	487	488
TMCO3	1106	1782	1005	1403	872	1081
TMEM218	505	463	617	688	505	463
TIRAP	158	209	161	201	158	209
EEF1AKMT1	183	146	174	219	166	202
LATS2	562	1424	508	705	348	598
SAP18	3245	2836	2693	3315	3402	3195
ADGRL3	194	174	183	104	168	89
KIAA1328	145	100	168	160	130	175
FAM124A	200	527	211	258	145	204
MIA2	1171	1482	1064	1350	1116	1014
HNMT	1385	1315	1437	1579	1222	1380
LYPD1	10	35	14	36	15	11
LYPD6B	12	30	19	30	20	22
PDCD4	4025	3019	4358	3822	4364	4303
ADRA2A	678	478	471	1096	1481	1488
GPM6A	180	37	127	47	120	50
WDR17	59	53	70	51	70	53
SPATA4	2	4	9	1	4	6
VEGFC	335	402	186	276	218	301
CCDC102B	185	178	147	291	99	183
CD226	350	236	193	248	313	476
CNDP1	1	1	6	5	7	5
FSIP1	12	21	16	17	21	27
DLG2	152	64	158	68	152	64
CCDC83	0	0	0	1	0	0
RGS18	192	442	196	415	159	339
PRSS23	2262	3959	1811	3195	2262	3959
MTMR12	951	1096	1214	930	1154	1129
PPP1R1C	2	2	10	8	4	0
C11orf53	12	12	25	17	12	12
CCT5	4302	4850	2392	4336	3062	3931
ATPSCKMT	322	360	235	325	302	308
DOCK1	839	1415	988	1185	1004	767
DIXDC1	1023	1152	1093	898	1023	1152
DLAT	1364	1634	862	1219	1364	1634
PIH1D2	16	15	16	18	16	15
NKAPD1	916	940	750	749	916	940
TIMM8B	779	701	696	1264	779	701
IL18	952	798	1198	1030	952	798
TEX12	2	2	2	2	2	2
PTS	500	520	360	591	500	520
PIP4K2A	3886	2654	2651	2318	3128	3792
C2orf50	15	18	16	29	23	24
FREM2	11	12	16	10	11	11
FOXO1	1816	1077	1429	1279	1579	1704
CRIM1	1783	3876	1356	1315	1248	1300
SEC24D	1785	3886	988	2132	801	1460
ABCB9	163	82	211	173	163	82
RILPL2	740	2563	847	1311	833	1057
DHX37	1107	1055	733	1065	1072	1243
ITPR1	1832	1685	2037	1711	1456	1885
TKTL2	4	5	4	6	3	5
PRSS53	82	67	90	112	104	135
SLC7A11	74	1565	49	281	61	101
LYZL2	0	0	0	0	0	0
CACNA2D4	205	228	248	286	205	228
DCP1B	430	292	407	370	430	292
CACNA1C	657	723	934	732	657	723
KCNA6	0	0	0	0	0	0
THRB	212	112	281	107	187	124
NGLY1	1754	1204	1384	1295	1635	1570
OXSM	283	227	284	340	336	358
UEVLD	660	1084	520	753	468	592
TMEM86A	215	142	251	266	197	259
NOPCHAP1	394	289	370	363	394	289
TMEM263	1604	1910	1063	1488	1604	1910
BTBD11	225	188	161	206	225	188
UBE3B	1026	1375	1242	1495	1026	1375
ANK3	498	339	568	527	933	503
IPMK	487	1169	356	626	426	448
RAD9B	24	19	21	24	24	19
PLBD2	1615	2266	1021	1600	1615	2266
DLG5	233	720	834	1025	455	414
MAT1A	24	14	3	7	5	5
SLC2A13	442	724	347	426	442	724
GXYLT1	602	757	501	661	602	757
TWF1	2685	4316	1342	2387	2685	4316
DIP2C	421	611	660	486	450	405
EIF4E	2380	2405	1307	1917	1514	1674
MAGI1	449	486	532	579	685	428
TEX30	197	160	159	233	171	174
CSNK1G3	883	1184	699	875	832	784
SRFBP1	337	339	161	254	177	256
NPAS3	66	17	70	20	49	50
FAM177A1	1300	1894	1083	1430	1277	1018
MBIP	511	333	420	419	425	458
MIPOL1	137	173	207	137	180	96
EXT2	1954	2492	1316	1611	1795	1840
TMEM18	830	615	993	900	1029	1074
ALLC	2	0	1	2	0	0
NDUFC2	498	370	468	638	498	370
ME3	378	259	421	374	378	259
MSGN1	0	0	0	2	0	3
ADAMTS12	70	328	93	425	66	95
NUBPL	391	244	345	290	372	336
NEK7	1873	3136	1420	1705	1317	1747
ATP6V1G3	9	2	2	0	3	1
FER	388	490	444	426	305	401
VIPAS39	579	574	678	682	591	607
UPF2	1681	1911	1496	1821	1576	1690
CDC123	1504	1601	1083	1780	1435	1757
SCLT1	503	491	385	461	458	530
CCDC3	496	482	293	398	284	295
C4orf33	395	423	300	427	333	347
FRMD4A	572	689	441	556	446	544
SLC25A31	0	0	0	0	0	0
PTPRO	232	207	305	302	232	207
EPS8	1465	2439	1474	1696	1465	2439
ACAD8	887	723	1070	1070	887	723
THYN1	890	501	848	893	890	501
VPS26B	1417	1342	1426	1731	1417	1342
NCAPD3	766	798	823	1226	766	798
VTI1A	653	827	538	729	620	650
QDPR	688	459	506	703	628	682
FHIP2A	871	1347	895	994	728	821
ANO4	2	5	4	0	2	5
TEX9	132	89	149	88	139	124
QTRT2	759	937	616	703	689	855
DRD3	2	0	1	2	0	2
MMAA	326	362	194	285	233	279
ZNF827	829	533	1018	688	835	692
POU4F2	0	0	0	0	0	1
EDNRA	291	619	299	409	145	184
NR3C2	481	645	593	540	709	436
AKR1C2	488	780	532	686	861	559
DPYSL4	79	80	35	55	39	33
VENTX	77	176	82	167	99	148
ADAM8	1127	7349	1433	3701	1427	1648
KIN	514	504	448	526	471	521
PIGF	218	212	171	252	159	192
ANKAR	78	69	153	122	97	100
INPP1	688	856	616	821	720	631
MFSD6	1117	1423	1089	1275	1214	1122
RNF144A	404	488	361	557	414	522
ASAP2	112	561	330	393	248	215
ADAM17	677	1316	735	889	651	801
FLI1	2765	2145	2386	2471	2765	2145
KCNJ1	9	3	4	8	9	3
TMEM45B	720	1376	745	1427	720	1376
WWC2	323	754	305	443	232	310
CENPU	807	418	576	689	525	475
ACSL1	1690	20686	2226	9328	913	1601
SLC25A4	771	639	837	961	750	654
AMN1	137	170	149	156	137	170
BICD1	567	540	505	497	567	540
SAV1	842	980	791	763	714	774
SERP2	94	50	116	76	128	54
NBAS	754	931	899	916	829	904
TDO2	519	908	185	1351	385	1026
GUF1	640	784	563	788	676	776
SLC35F4	0	4	1	2	2	1
GABRA2	67	42	60	42	161	63
SACS	736	1255	615	959	570	1006
CCDC175	0	1	0	1	3	1
PABPC3	5100	4006	2869	2860	3233	3913
CENPJ	417	416	390	453	433	451
FBXO4	330	216	243	320	341	361
TMEM267	565	422	281	338	328	368
CCL28	693	1088	526	904	702	464
PARP8	1413	1691	1385	1279	1124	1633
GFRA1	1432	360	1209	378	932	742
DST	2823	3902	3443	3164	3124	2670
BEND6	114	109	48	90	55	63
TIAL1	3738	3006	3561	3461	3493	3881
BAG3	1111	1972	1147	1147	560	855
GLT1D1	59	1190	153	474	62	158
RBM46	0	2	3	2	1	6
SCHIP1	31	36	29	37	36	31
MCHR2	6	1	4	1	1	2
KCNE4	948	1390	467	1012	262	336
AP1S3	168	171	161	107	143	117
RABGAP1L	2280	1402	2238	1636	2396	2173
CCDC74B	63	49	100	129	77	94
TLCD4	408	667	322	461	496	197
MZT2B	601	365	916	1129	1364	1000
TUBA3E	4	3	7	4	2	3
ASTN1	68	23	47	29	57	52
CFC1B	0	0	0	0	1	0
FAM168B	2790	3767	2996	3244	3052	3011
PTPN14	548	770	403	432	387	347
MGAT5	1784	1718	2106	2269	2480	2596
TMEM163	475	120	418	210	549	411
GPATCH11	693	621	553	553	579	791
HSPB8	1963	1485	1896	1682	1963	1485
GEMIN6	420	309	305	401	399	421
TMEM178A	77	33	111	45	120	70
POU4F1	46	2	45	8	66	29
OBI1	400	301	234	253	253	299
CYSLTR2	101	101	80	86	99	185
GRID2	2	4	2	3	6	1
ARL11	361	438	342	400	377	397
RIT2	3	1	2	1	5	1
SETBP1	672	420	620	542	473	554
ARL14EP	1277	740	779	763	960	1155
EPG5	785	1305	955	1064	867	1038
PSTPIP2	256	2137	372	485	254	548
ATP5F1A	11483	9212	10161	13767	12200	12189
C18orf25	767	1022	754	823	672	907
SPC25	216	99	162	264	259	217
G6PC2	4	0	1	0	1	0
PDK1	826	849	629	658	834	1080
PTH	0	0	0	0	0	0
PDE3B	970	838	945	1157	849	1645
TCF7L1	590	287	540	345	486	370
TGOLN2	5530	8572	5881	7657	6286	6569
SH2D6	95	30	257	151	367	74
KCNK13	73	134	48	113	86	123
UHMK1	2738	3062	2205	2659	2696	2995
ATG10	235	215	179	215	166	179
POC5	369	231	321	296	375	393
SPOCK1	431	716	258	507	299	248
FAM151B	24	62	20	62	21	20
GUCY1A2	153	126	94	107	153	126
CWF19L2	1278	639	706	599	1278	639
JMY	571	554	694	602	567	602
HOMER1	86	235	62	133	46	74
XRCC4	296	269	202	290	184	256
BOLL	10	0	1	0	2	0
ZNF547	104	56	83	62	103	81
ZNF773	216	136	191	149	212	261
ZNF776	554	447	640	562	486	641
ZNF256	150	89	125	129	169	176
SUV39H2	298	296	208	356	208	275
DCLRE1C	1335	752	793	745	992	1065
OLAH	1	20	7	36	2	2
RPP38	287	201	219	239	227	269
NMT2	629	395	550	562	567	649
ZSCAN1	6	6	8	1	4	7
ZNF837	50	53	84	86	98	96
USP12	1712	2176	1992	1778	1794	1778
CCDC50	2399	2305	2240	2447	2511	3117
CAMK4	923	385	767	572	735	1191
TRIM36	137	316	116	191	181	105
PAN3	2198	2117	2533	2178	2607	2643
PLEKHH2	352	352	561	319	440	373
PFKM	1320	1053	1470	1405	1320	1053
GRIA4	74	18	95	56	74	18
IGSF10	171	66	142	26	169	174
SPEF2	118	68	205	135	138	188
SPARCL1	9204	6700	10387	8455	6798	9768
DSPP	0	1	0	0	0	0
DMP1	0	3	1	2	0	1
MEPE	0	0	1	1	0	0
MBNL1	8640	8697	5769	6118	6578	8876
CAPSL	1	1	0	0	0	0
NADK2	813	829	734	648	623	611
GPD1L	1054	1114	1121	1040	1265	914
GJA1	1472	2503	1010	1575	1020	1575
DDX4	2	3	2	1	2	0
CLEC4F	53	5	54	8	71	25
SLC30A6	882	1181	680	863	651	803
RASGRP3	1347	987	1215	1029	1451	1252
SAR1B	1568	1835	1217	1601	1324	1430
CATSPER3	12	10	10	14	15	8
GPR180	583	698	351	425	344	400
DYNLT5	39	43	14	27	15	19
DNAI4	71	58	66	86	160	74
ANKRD22	255	1936	244	656	435	558
FARP1	704	1134	908	1196	795	897
IFIT5	513	792	381	434	539	732
SLC16A12	11	9	13	11	21	10
PANK1	285	247	209	214	202	120
PRDM8	426	858	576	526	390	400
BMP3	217	80	246	139	204	27
HNRNPDL	13106	9813	10629	12150	10571	13481
UTRN	1947	2096	2521	2527	2531	2527
GRM1	2	1	0	0	10	0
PTPRK	1328	1856	1449	1407	1459	1407
GGPS1	520	436	407	491	540	526
CNTNAP4	4	0	3	1	6	2
ZNF117	600	906	674	793	458	556
RAB3C	182	195	109	120	82	111
LMNTD1	0	2	3	2	0	2
MARVELD2	240	390	145	177	283	101
RAD17	1165	705	990	771	1002	1000
MED21	622	556	391	481	622	556
PLOD2	1395	5554	1110	3015	1311	929
STK32B	120	175	77	91	83	108
NRSN1	43	46	15	11	41	19
JAKMIP1	6	7	7	6	6	7
ZIC1	0	0	0	0	0	0
SREK1IP1	958	907	732	859	818	721
LGI2	873	551	518	580	577	794
CWC27	761	618	620	731	720	787
MR1	962	1326	818	1034	780	1150
SRP19	606	671	433	655	549	644
CDYL	738	870	695	718	681	800
CARHSP1	1293	791	1143	1209	1384	1129
TEKT5	4	0	10	10	4	2
BANK1	2526	1066	2607	2625	2864	3996
TXNDC11	1788	1636	1409	1804	1591	1708
DAB2	4012	3195	2633	4339	2194	2929
ACMSD	6	3	7	7	4	6
ACOXL	27	10	19	22	20	25
BCL2L11	1079	1301	1606	1016	1314	1122
ANAPC1	1429	1548	1442	1711	1502	1846
CAST	4897	8252	4045	5697	4615	4952
SCOC	1548	1487	907	1228	928	1165
CLGN	103	37	113	54	66	45
CETN3	496	294	366	408	458	394
SMARCA5	3222	3835	2540	2828	2466	3065
SYCP2L	14	8	8	5	10	10
BMP6	179	576	88	156	106	154
RGPD3	1671	2563	1844	1820	1598	1834
RASSF3	2258	3859	1715	2069	2258	3859
HNRNPU	15004	14999	10361	12510	11910	13718
RANBP2	3555	5771	3195	3860	2858	3542
AHCTF1	1223	1757	1213	1570	999	1312
MERTK	639	1182	748	1316	616	827
TMEM87B	1551	2546	1339	2037	1378	1388
OR14K1	1	1	0	0	0	0
PTPRR	200	114	105	69	200	114
NR4A2	278	925	425	277	345	437
CCDC148	7	8	11	8	5	8
PLA2R1	258	189	474	300	392	243
RBMS1	3234	4943	1626	2663	1462	2428
SCN3A	150	97	123	149	131	151
FEZF2	0	1	0	0	0	1
CD96	1363	613	753	860	1001	1518
SLC25A27	259	115	666	286	440	253
ADGRF1	30	134	10	54	79	15
ADGRF4	10	25	14	28	32	11
FRMD1	185	125	336	309	346	309
CYRIB	4406	7520	2790	4279	3157	4603
ASAP1	1435	2589	1379	1774	1238	1684
TRAPPC8	1453	1864	1334	1543	1187	1523
FAM81B	0	1	4	0	1	0
INO80C	341	303	284	319	421	350
LPCAT1	2672	7310	2369	3255	2564	2574
PLEKHG4B	21	8	12	7	37	41
NMRAL1	537	395	667	769	776	691
C16orf89	374	34	520	82	632	270
TMEM251	228	266	231	310	275	251
ING1	710	596	761	692	661	707
TEX29	11	2	13	12	22	10
ADPRHL1	45	77	89	66	77	56
CMTM7	923	682	804	1040	946	1044
FBXL2	121	93	117	98	81	77
UBP1	3369	3396	2826	3186	3137	3564
CD8A	2657	772	847	650	1434	2156
GOLGA8F	74	48	73	59	87	90
PTPRD	192	250	196	261	391	165
CNKSR3	345	328	291	252	301	252
TGIF2LX	0	0	0	0	0	0
ZDHHC7	2136	2578	2359	2558	2512	2629
CIBAR2	4	5	8	13	2	9
C7orf31	288	168	283	255	293	242
TMPRSS11D	1	3	2	3	1	1
JAZF1	715	546	652	597	662	643
CMIP	3317	5376	2482	2926	2291	2571
SPHKAP	6	2	9	2	13	8
KCNJ16	5	3	13	9	25	8
PID1	848	1064	563	581	737	650
TRIP12	4111	5859	3780	4993	3795	4484
FBXO36	45	41	45	38	43	52
CEBPG	1443	2131	1151	1506	1420	1309
KCTD15	978	1285	780	875	618	651
ZNF599	164	108	186	180	209	215
MCOLN2	775	275	643	246	1136	879
LGI4	937	178	782	247	749	286
DDAH1	1423	2350	1099	1289	1096	786
SREK1	2592	2562	2325	2578	2384	2670
CHD1	1673	3036	1391	1956	1436	1855
ANKFN1	4	0	6	5	1	2
DGKE	525	469	618	557	563	744
HS2ST1	1077	1137	727	841	785	794
MSI2	1907	1360	1953	1531	1923	1831
CACNA2D1	429	648	406	399	261	318
ZUP1	376	370	250	340	260	340
GDPD1	84	87	67	78	70	87
NUS1	2523	3663	1428	2212	1438	2212
SEMA3D	98	55	108	80	99	81
PPP2R5E	1508	1698	1055	1185	1045	1241
ASB17	0	0	0	0	0	0
GRAP	519	132	555	380	649	650
SLC5A10	103	25	58	51	96	128
AK5	145	29	85	41	106	52
CABYR	28	50	39	36	28	22
IMPACT	719	931	624	806	642	772
ANKRD29	584	156	738	238	634	466
CHST9	21	5	11	4	20	13
THY1	3551	3075	1367	3456	3551	3075
DNAAF1	18	20	44	33	25	16
C16orf74	83	34	158	144	188	136
TBCEL	484	548	469	480	484	548
JPH3	72	30	61	29	51	35
ANKH	1820	1287	1574	1467	2085	1608
OTULIN	1049	851	847	989	943	1006
UBASH3B	526	894	400	653	526	894
ROBO4	555	1286	433	706	555	1286
ROBO3	349	155	424	344	349	155
PANX3	1	0	0	0	1	0
TBRG1	1085	1322	1444	1620	1085	1322
NRGN	215	232	253	300	215	232
RETREG1	675	297	341	348	747	547
CDH12	46	23	21	16	19	21
GPR15	262	109	150	386	239	119
TOMM70	1979	2359	1468	1795	1515	1831
ABI3BP	3155	2465	2421	2488	3068	4918
ANGPT1	312	350	347	233	196	173
PITPNC1	1494	1198	1044	949	1340	1587
CC2D1B	1209	1246	1240	1595	1470	1594
CERS3	3	4	4	4	5	9
PRKCA	1239	1167	1147	1202	1209	1262
CEP112	179	139	210	207	157	160
GAL3ST2	52	125	79	71	76	52
ABCA9	132	94	281	203	174	146
ABCA6	327	157	582	272	295	306
ABCA10	123	80	178	107	238	121
ABCA5	592	685	922	942	1127	954
ENPP3	192	261	123	210	133	210
C4orf19	269	367	253	331	391	162
UCHL1	1212	544	785	442	1105	494
MIA3	1767	2287	1636	1946	1566	1852
DISP1	177	177	220	172	184	180
TNIK	556	731	656	966	737	683
FAM167A	357	74	493	144	352	148
NEIL2	528	378	374	466	490	489
WNT3A	0	2	0	3	0	1
OBSCN	970	367	1868	1249	1696	2019
LONRF1	845	943	771	570	528	558
TRIM11	759	762	947	932	999	1041
ENAH	1708	3608	1127	1909	875	1674
PPP1R3A	0	0	2	0	0	0
ASZ1	0	1	1	0	1	1
SH3RF1	434	794	443	477	519	342
GBP5	771	9646	557	1039	993	2305
BUB3	3694	2504	2884	3296	3263	3884
GPR26	2	3	4	0	2	2
CFAP210	15	6	8	4	3	6
MMP21	18	16	13	15	11	22
C10orf90	1	3	1	6	1	0
DIPK1A	630	528	476	519	426	523
ATP5MC3	3753	3342	3341	5331	4683	4185
CNTNAP3B	313	418	252	228	212	196
MAGED4	559	676	717	906	561	534
SRSF12	73	58	36	52	36	50
PDLIM3	1343	1082	886	1095	955	950
SORBS2	1040	1363	1611	1175	1024	789
ELOC	1160	1423	980	1649	1237	1312
LY96	336	670	300	589	312	495
PSMA8	70	6	24	13	21	17
CXADR	314	625	307	322	493	155
BTG3	508	676	331	518	373	409
C21orf91	805	906	648	602	625	700
CHODL	185	44	95	31	150	49
TMPRSS15	2	1	1	0	1	2
NCAM2	224	80	121	61	124	84
L3MBTL4	100	88	125	80	123	129
PDE1C	323	273	533	281	543	236
RABGEF1	106	125	125	145	166	157
MRPL39	654	452	478	628	639	727
JAM2	776	660	1078	758	886	724
ATP5PF	1480	1249	1342	1977	1954	1553
GABPA	1459	1557	1194	1321	1206	1343
ADAMTS1	4500	5097	3888	3611	2466	2527
ADAMTS5	323	333	156	190	149	278
TSEN2	337	279	240	282	380	373
SLFN13	610	571	985	999	942	1054
WNT7A	10	0	8	2	9	17
XPC	714	684	915	865	930	1086
CCDC174	614	559	721	720	691	729
FGD5	594	1013	693	800	578	659
FLCN	785	1218	1206	1082	929	1129
DPH3	876	1244	515	794	572	711
OXNAD1	627	357	492	600	732	938
PLCL2	963	675	894	715	843	1171
CXXC1	2432	1667	2486	2432	3093	2988
SKA1	208	138	126	233	171	176
PPP4R1	1328	2619	1264	1771	1087	1272
PIEZO2	315	208	238	184	164	164
MPPE1	564	602	626	698	556	718
USP43	77	174	110	135	159	76
RAB6B	312	157	362	183	246	181
EME1	106	81	128	170	139	178
EPHB1	36	91	30	64	49	84
ACSS1	1708	784	2587	1971	2611	2408
ANKRD40	1455	1536	1067	1085	825	1040
ZNF18	285	211	280	307	370	327
CA10	16	1	9	3	9	4
VOPP1	4009	4341	3821	4638	3831	4989
SEPTIN14	0	0	0	3	10	1
APOOL	562	635	417	471	414	498
DKK2	16	9	17	5	16	4
RSPH10B	11	5	10	14	20	14
FBXL18	244	309	205	256	215	256
CNTNAP5	7	4	1	3	2	1
PROM2	347	403	387	455	569	196
AK9	230	193	238	246	246	246
ODF1	0	0	0	2	1	0
KLF10	1741	3882	655	1103	1001	1025
PTPRN2	502	334	379	383	490	376
AZIN1	4036	6739	2772	3418	2535	3109
ATP6V1C1	1527	3226	1324	1990	1358	1730
OTUD6B	479	472	289	401	301	355
CDK19	756	691	927	781	937	781
TTC39B	881	943	675	784	780	811
AGPAT5	1195	1230	933	1042	898	965
